V0;V1;V2;V3;V4;V5;V6;V7;V8;V9;V10
635.605696790037;430.831993660483;658.90573820677;674.12036830006;683.527291425078;762.168194296686;436.311918216614;773.408443222596;458.646083639848;571.435927808853
622.552042062737;730.783414614381;580.913138697288;527.427734777009;586.790664588285;681.405219608707;561.738834539621;789.846316656881;658.646293342493;425.355480626495
789.050394855281;532.059627290192;650.405234448538;517.472886137504;699.482651917283;629.52612358343;548.696154512785;441.386206374568;473.53921715793;626.740821208974
424.626074509099;709.714804790879;478.008408578549;720.61615955055;762.377093939816;567.155998073605;584.696135294774;449.210334410967;640.298842379629;666.497654051568
483.21779793085;561.364346555202;596.588412450873;602.082683067894;481.348260842259;731.959915066393;746.826057616781;449.24606155031;561.664117902483;670.174355257803
672.054758786011;592.609336315159;464.127846373942;756.773311086549;532.506638923668;645.373886828815;425.431730305564;666.276927090924;637.160470430041;448.25448203195
727.692113951295;557.085705442367;545.058058125543;417.724861961926;726.269308068553;465.952977232764;414.094491961807;590.030564965539;646.798973700655;719.277518118225
463.251154899753;650.962576023451;512.956095853654;602.926384680943;749.269921424149;578.480656089084;597.249133859635;554.85830034735;669.080827175489;707.955185283527
434.776314079101;633.039422469424;472.202259604986;443.02126477623;610.16583071232;540.881996530567;766.469018004624;560.461100731813;595.970127361873;424.832058174847
518.181889482716;779.352901099887;455.099729963581;732.198776252335;532.008520097712;729.165152806517;592.373187312111;712.706016399782;513.576017060295;686.030742186495
623.845861647002;728.499228751251;584.966308054931;615.96954415746;554.707101109628;718.579460156236;525.80201784995;797.976168076523;410.909998040945;646.000997792747
480.870813223543;788.787908741138;589.344996456336;783.401922254212;413.794455297503;781.888990064209;705.844109176801;435.219455392934;655.729951161304;497.448535935381
647.214192863903;464.798450086391;696.446058025326;650.458295374863;485.595001488157;777.15863746918;746.009892645502;534.031118347278;728.770037480894;443.036907834643
612.921892231681;558.360139907543;652.619187136109;666.540549128265;703.40965398658;590.76738724095;706.391462259297;445.853108671299;572.601293235415;656.158994022136
625.086562151659;740.598802983452;622.511811717577;708.393022764224;756.612340526426;744.51364198022;422.29734540193;769.044622828142;782.585376800329;714.958778994461
737.666543432311;503.615373313336;535.283238049036;746.153049458282;428.398179592653;674.889853415767;411.866588276983;674.687829670199;470.124656544722;539.306779015882
409.512547117692;405.801299968761;405.614810349386;540.862483070151;549.730567356128;415.97059004059;633.914059756981;431.751792637702;423.096806121944;724.082410204655
491.467579600787;619.819946307109;606.006078176929;750.205063727453;663.861885202964;511.867891891568;793.526306528306;416.727603522554;674.610518768524;681.609071436505
709.852034617038;750.45358063579;511.076733102213;506.018488413703;780.152130637962;665.936347797342;462.009761468665;693.055640361835;632.202915330005;770.252692057153
457.306249138299;464.411582246022;525.971114473537;407.238653390139;551.424739914667;627.803127486781;539.865513463121;778.903122980462;795.8187044772;797.445675042363
443.917112419385;405.300474380936;428.743669172248;658.324192700176;506.475520351956;429.576505078783;797.459213781431;496.212555862728;617.393659377394;465.84638303212
424.957419963244;459.822675456942;502.267743392573;450.043016173915;428.58029838329;528.994321591459;425.715018118807;509.928457983275;508.431259880573;500.042423924358
680.789913171652;527.020578796241;495.559429747795;504.654294043123;732.093797446061;499.942500948349;534.858553174858;581.125801917356;644.819338536263;692.424786650761
412.20297804153;743.195805733079;426.061113380829;755.894757678981;597.32547134678;533.166840047767;723.37468621731;439.847982749223;581.557292142452;428.882888243423
462.308172270256;650.182135072184;701.256893577713;560.898843936266;789.965789592398;406.235203850513;547.153222495055;428.121086970576;643.039865017479;683.045734129779
511.015314240981;707.506070788634;744.028976740711;593.504782237217;672.259288729571;793.20688850109;526.253314835359;678.385800069665;731.363764203135;598.898048368814
703.849261689065;598.223016096159;620.293241370606;642.128432229682;568.391408984043;595.576094757351;764.712046946783;724.40213775382;587.689223113461;504.437470102465
714.097295571306;781.758609198977;615.919160636921;570.173965141521;508.70269893852;593.213776569034;517.233901278681;634.128283315101;659.180905347426;507.582047236967
558.694381248858;645.628628856828;696.647661874164;643.772542987191;665.559344546412;704.434842182118;483.267879939247;672.642569104134;489.527852140742;721.980633234181
